,genre1,genre2,genre3,genre4,genre5,genre6,genre7,genre8,genre9,genre10,10,genres_together,artist_id,Artist,artist_followers,artist_popularity
827,champeta,colombian pop,electro latino,latin,latin pop,reggaeton,reggaeton colombiano,trap latino,tropical,,,"champeta,colombian pop,electro latino,latin,latin pop,reggaeton,reggaeton colombiano,trap latino,tropical",5DUlefCLzVRzNWaNURTFpK,Cali Y El Dandee,2857357,0.79
828,perreo,reggaeton,reggaeton flow,trap latino,,,,,,,,"perreo,reggaeton,reggaeton flow,trap latino",4QrBoWLm2WNlPdbFhmlaUZ,KEVVO,157912,0.73
829,latin,latin arena pop,latin pop,mexican pop,pop,,,,,,,"latin,latin arena pop,latin pop,mexican pop,pop",1mX1TWKpNxDSAH16LgDfiR,Jesse & Joy,4463413,0.77
830,puerto rican pop,,,,,,,,,,,puerto rican pop,4me3aAjTrjTDsSUnLcIXfZ,Domino Saints,3870,0.35
831,dutch pop,,,,,,,,,,,dutch pop,3klZnJvYGIbWritVwQD434,Duncan Laurence,125254,0.74
832,dance pop,dutch edm,edm,electro house,pop,pop dance,progressive house,tropical house,,,,"dance pop,dutch edm,edm,electro house,pop,pop dance,progressive house,tropical house",60d24wfXkVzDSfLS6hyCjZ,Martin Garrix,14220250,0.82
833,dance pop,miami hip hop,pop,pop dance,pop rap,,,,,,,"dance pop,miami hip hop,pop,pop dance,pop rap",0jnsk9HBra6NMjO2oANoPY,Flo Rida,7920696,0.82
834,dance pop,latin,latin arena pop,latin pop,mexican pop,,,,,,,"dance pop,latin,latin arena pop,latin pop,mexican pop",1d6dwipPrsFSJVmFTTdFSS,Paulina Rubio,1831279,0.7
835,belgian edm,edm,pop,pop dance,tropical house,,,,,,,"belgian edm,edm,pop,pop dance,tropical house",7f5Zgnp2spUuuzKplmRkt7,Lost Frequencies,2040250,0.76
836,perreo,reggaeton,reggaeton flow,trap latino,,,,,,,,"perreo,reggaeton,reggaeton flow,trap latino",4JreHVYyb6GqE2BU03Kx96,Dayme y El High,188656,0.57
837,arkansas country,outlaw country,,,,,,,,,,"arkansas country,outlaw country",6kACVPfCOnqzgfEF5ryl0x,Johnny Cash,4472275,0.79
838,argentine hip hop,trap argentino,trap latino,trap triste,,,,,,,,"argentine hip hop,trap argentino,trap latino,trap triste",4m6ubhNsdwF4psNf3R8kwR,KHEA,2582177,0.81
839,cantautor,spanish new wave,spanish pop,,,,,,,,,"cantautor,spanish new wave,spanish pop",1OTnb625gMBm5NsLYAdUEm,Los Ronaldos,76617,0.53
840,scandipop,tropical house,,,,,,,,,,"scandipop,tropical house",7nqlScm2smydSRl13eaP8E,Nea,32523,0.75
841,german pop,,,,,,,,,,,german pop,1hzfo8twXdOegF3xireCYs,Milky Chance,1448471,0.75
842,latin,latin hip hop,reggaeton,reggaeton flow,trap latino,tropical,,,,,,"latin,latin hip hop,reggaeton,reggaeton flow,trap latino,tropical",64aJYyrXljOodnUG6jvhRD,DJ Luian,874825,0.77
843,electropop,pop,,,,,,,,,,"electropop,pop",5IH6FPUwQTxPSXurCrcIov,Alec Benjamin,2372750,0.8
844,dance pop,pop,pop rap,post-teen pop,urban contemporary,,,,,,,"dance pop,pop,pop rap,post-teen pop,urban contemporary",4pADjHPWyrlAF0FA7joK2H,Jay Sean,1251087,0.71
845,big room,dance pop,edm,pop,pop dance,tropical house,,,,,,"big room,dance pop,edm,pop,pop dance,tropical house",1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,22034666,0.89
846,dance pop,pop,post-teen pop,uk pop,,,,,,,,"dance pop,pop,post-teen pop,uk pop",2wY79sveU1sp5g7SokKOiI,Sam Smith,15271407,0.89
847,rap espanol,rap underground espanol,,,,,,,,,,"rap espanol,rap underground espanol",79N4S7UXdjo2fAh3OHJQuB,Hard GZ,164299,0.63
848,melodic rap,,,,,,,,,,,melodic rap,1XLWox9w1Yvbodui0SRhUQ,StaySolidRocky,130868,0.73
849,dance pop,dutch house,edm,electro house,pop,pop dance,progressive electro house,slap house,tropical house,,,"dance pop,dutch house,edm,electro house,pop,pop dance,progressive electro house,slap house,tropical house",6cEuCEZu7PAE9ZSzLLc2oQ,R3HAB,2123140,0.82
850,trap latino,trap venezolano,venezuelan hip hop,,,,,,,,,"trap latino,trap venezolano,venezuelan hip hop",1aWJsBQa67l72j1VT3D6Ow,Micro TDH,714915,0.74
851,latin,reggaeton,trap latino,,,,,,,,,"latin,reggaeton,trap latino",2cPqdH7XMvwaBJEVjheH8g,Jay Wheeler,779202,0.86
852,indie pop rap,pop rap,,,,,,,,,,"indie pop rap,pop rap",787bCXOIvGeBw0Bc4kEjhD,Luke Christopher,154827,0.56
853,modern rock,permanent wave,rock,,,,,,,,,"modern rock,permanent wave,rock",12Chz98pHFMPJEknJQMWvI,Muse,6237050,0.79
854,canadian hip hop,canadian pop,hip hop,pop rap,rap,toronto rap,,,,,,"canadian hip hop,canadian pop,hip hop,pop rap,rap,toronto rap",3TVXtAsR1Inumwj472S9r4,Drake,52506214,0.98
855,,,,,,,,,,,,,4tRIJ4uToKp0kihbqnZJML,Chica Sobresalto,25122,0.48
856,dance pop,pop,,,,,,,,,,"dance pop,pop",4npEfmQ6YuiwW1GpUmaq3F,Ava Max,2882674,0.86
857,colombian pop,,,,,,,,,,,colombian pop,64J3ISAKbfg1CuP4CVCMlF,Nabález,18706,0.53
858,flamenco urbano,pop flamenco,,,,,,,,,,"flamenco urbano,pop flamenco",7fL1kRUb9Zv1xxgOmsuUPn,Moncho Chavea,106720,0.58
859,latin,latin hip hop,reggaeton,reggaeton flow,trap latino,tropical,,,,,,"latin,latin hip hop,reggaeton,reggaeton flow,trap latino,tropical",5pZE9tgrhmIGWAsJZ7YxNK,Luny Tunes,901200,0.64
860,sad rap,,,,,,,,,,,sad rap,6bmlMHgSheBauioMgKv2tn,Powfu,771186,0.81
861,,,,,,,,,,,,,1etnyde2WY88gYflxPABE2,Yago Roche,1598,0.48
862,cantautor,nueva cancion,spanish pop,trova,,,,,,,,"cantautor,nueva cancion,spanish pop,trova",67h1eGw2OFs89l8EnaOdoS,Luis Eduardo Aute,215170,0.57
863,adult standards,american folk revival,lounge,,,,,,,,,"adult standards,american folk revival,lounge",0MHgLfmQdutffmvWe5XBTN,Burl Ives,53138,0.68
864,boy band,dance pop,europop,,,,,,,,,"boy band,dance pop,europop",5rSXSAkZ67PYJSvpUpkOr7,Backstreet Boys,3641642,0.8
865,latin,latin hip hop,reggaeton,reggaeton flow,trap latino,tropical,,,,,,"latin,latin hip hop,reggaeton,reggaeton flow,trap latino,tropical",7tU1VKOuxiNZwBZC6RHidA,Alexis y Fido,3424112,0.68
866,,,,,,,,,,,,,03wpsS9DNvNHlat7djei8W,Small Lonely,19,0.0
867,dembow,latin,rap dominicano,reggaeton,trap latino,tropical,,,,,,"dembow,latin,rap dominicano,reggaeton,trap latino,tropical",2oQX8QiMXOyuqbcZEFsZfm,El Alfa,1471989,0.83
868,spanish pop,,,,,,,,,,,spanish pop,0oBiYchunKTMDesVICwrvL,Guitarricadelafuente,141925,0.62
869,villancicos,,,,,,,,,,,villancicos,2GM4toz8PLIIzgPPSLN8gM,Coro Infantil Monte Mijedo,1771,0.37
870,latin,latin alternative,latin pop,latin rock,mexican pop,rock en espanol,spanish rock,,,,,"latin,latin alternative,latin pop,latin rock,mexican pop,rock en espanol,spanish rock",60uh2KYYSCqAgJNxcU4DA0,Hombres G,2211795,0.73
871,cantautor,latin arena pop,spanish pop,spanish pop rock,spanish rock,,,,,,,"cantautor,latin arena pop,spanish pop,spanish pop rock,spanish rock",0QE9iXPzgSaBq34OqIZ4n2,Despistaos,188469,0.62
872,folk-pop,modern rock,neo-singer-songwriter,pop,,,,,,,,"folk-pop,modern rock,neo-singer-songwriter,pop",2ysnwxxNtSgbb9t1m2Ur4j,George Ezra,3363240,0.76
873,dance pop,edm,german dance,pop dance,pop edm,tropical house,,,,,,"dance pop,edm,german dance,pop dance,pop edm,tropical house",0u6GtibW46tFX7koQ6uNJZ,Topic,122872,0.81
874,spanish pop,,,,,,,,,,,spanish pop,2rGri7YZ2eiCS58zgvmlQb,Sinsinati,58083,0.61
875,bedroom soul,pop,,,,,,,,,,"bedroom soul,pop",4ETSs924pXMzjIeD6E9b4u,Surfaces,648605,0.76
876,dance pop,pop,pop dance,pop rap,post-teen pop,,,,,,,"dance pop,pop,pop dance,pop rap,post-teen pop",07YZf4WDAMNwqr4jfgOZ8y,Jason Derulo,8837955,0.89
877,dance pop,edm,pop,pop dance,post-teen pop,tropical house,uk dance,uk funky,,,,"dance pop,edm,pop,pop dance,post-teen pop,tropical house,uk dance,uk funky",6MDME20pz9RveH9rEXvrOM,Clean Bandit,4159417,0.81
878,latin talent show,,,,,,,,,,,latin talent show,6xzqyY0a9uWCg3zwWa6sez,Dave Zulueta,11708,0.25
879,calming instrumental,chill guitar,fingerstyle,,,,,,,,,"calming instrumental,chill guitar,fingerstyle",3jvyO2jDkfBe2vuI6euFny,Maneli Jamal,10699,0.49
880,europop,eurovision,swedish idol pop,swedish pop,,,,,,,,"europop,eurovision,swedish idol pop,swedish pop",1CQLPgGkfHrxNMqrXt5oWS,Robin Bengtsson,26801,0.49
881,cubaton,pop venezolano,reggaeton,trap latino,,,,,,,,"cubaton,pop venezolano,reggaeton,trap latino",7f02bxFbZIOVdSbYRNYvLT,Jerry Di,92801,0.75
882,classical performance,classical piano,italian classical piano,,,,,,,,,"classical performance,classical piano,italian classical piano",0eQTutigtSNq6DmsYU9hPS,Arturo Benedetti Michelangeli,20899,0.42
883,cantautor,latin arena pop,rock en espanol,spanish new wave,spanish pop,spanish pop rock,,,,,,"cantautor,latin arena pop,rock en espanol,spanish new wave,spanish pop,spanish pop rock",2KEDbpUlz9nwtGywHT4gyf,Los Secretos,257086,0.6
884,latin,latin alternative,latin pop,mexican pop,rock en espanol,veracruz indie,,,,,,"latin,latin alternative,latin pop,mexican pop,rock en espanol,veracruz indie",1hcdI2N1023RvSwLzTtdsp,Natalia Lafourcade,2584101,0.75
885,,,,,,,,,,,,,7gi8zaM0oXJNd4LiWFrJoe,Antonello Carino,103,0.35
886,,,,,,,,,,,,,0lNg9YtW8USxeZZnEqz3RQ,Dasoul,215849,0.51
887,scandipop,tropical house,,,,,,,,,,"scandipop,tropical house",5H6xmHXjsq98NLbEjuE29f,NEIKED,96129,0.58
888,spanish pop,,,,,,,,,,,spanish pop,4d3kmfoZBTuUPSUjgP45uo,Lérica,43867,0.66
889,eurovision,latin talent show,,,,,,,,,,"eurovision,latin talent show",5AD7l3PeHJObxG5BEg6KqL,Noelia Franco,19080,0.33
890,dance pop,pop,post-teen pop,,,,,,,,,"dance pop,pop,post-teen pop",1KCSPY1glIKqW2TotWuXOR,P!nk,10192557,0.84
891,reggaeton,reggaeton flow,trap latino,,,,,,,,,"reggaeton,reggaeton flow,trap latino",5bWUlnPx9OYKsLiUJrhCA1,Jon Z,2729243,0.73
892,cali rap,gangster rap,hip hop,pop rap,rap,southern hip hop,trap,,,,,"cali rap,gangster rap,hip hop,pop rap,rap,southern hip hop,trap",0A0FS04o6zMoto8OKPsDwY,YG,2482583,0.81
893,argentine indie,trap argentino,,,,,,,,,,"argentine indie,trap argentino",5YCc6xS5Gpj3EkaYGdjyNK,WOS,1743873,0.72
894,rap espanol,urbano espanol,,,,,,,,,,"rap espanol,urbano espanol",6qyklgt2wzPT7KRdu15ZFL,Love Yi,16143,0.56
895,rap espanol,urbano espanol,,,,,,,,,,"rap espanol,urbano espanol",5NzCASNJVvcPW4uGwMRlPl,Al Safir,15532,0.58
896,flamenco urbano,trap latino,urbano espanol,,,,,,,,,"flamenco urbano,trap latino,urbano espanol",4bJh7sMPcVRiqe5jlnsWQV,DELLAFUENTE,376400,0.69
897,,,,,,,,,,,,,6ONwLtT6vOzlO3pfZNAOMw,Paris Boy,12323,0.68
898,dance pop,edm,electro house,pop,pop dance,tropical house,,,,,,"dance pop,edm,electro house,pop,pop dance,tropical house",2XnBwblw31dfGnspMIwgWz,Axwell /\ Ingrosso,2249058,0.71
899,dance pop,danish electronic,edm,electro house,pop,pop dance,pop edm,tropical house,,,,"dance pop,danish electronic,edm,electro house,pop,pop dance,pop edm,tropical house",4ehtJnVumNf6xzSCDk8aLB,Martin Jensen,1032045,0.77
900,atl hip hop,rap,trap,,,,,,,,,"atl hip hop,rap,trap",1URnnhqYAYcrqrcwql10ft,21 Savage,9114077,0.88
901,colombian pop,dance pop,latin,latin pop,pop,,,,,,,"colombian pop,dance pop,latin,latin pop,pop",0EmeFodog0BfCgMzAIvKQp,Shakira,20777323,0.87
902,,,,,,,,,,,,,3UjWu4XVz5QJs2KgqM3Eor,La Rondallita,681,0.43
903,pop reggaeton,urbano espanol,,,,,,,,,,"pop reggaeton,urbano espanol",7zY0DMisq1oYXvNNgGwHBY,Juanfran,104625,0.64
904,cantautor,latin rock,spanish indie pop,spanish pop,spanish rock,,,,,,,"cantautor,latin rock,spanish indie pop,spanish pop,spanish rock",7uLePkJ2f0MwEcphODfkuu,Zahara,174846,0.6
905,latin,latin hip hop,reggaeton,reggaeton flow,trap latino,tropical,,,,,,"latin,latin hip hop,reggaeton,reggaeton flow,trap latino,tropical",1fux65HMCBvfJHqlBc4Nno,Casper Magico,1131982,0.77
906,latin,latin hip hop,reggaeton,reggaeton flow,trap latino,tropical,,,,,,"latin,latin hip hop,reggaeton,reggaeton flow,trap latino,tropical",4IMAo2UQchVFyPH24PAjUs,Jowell & Randy,2638158,0.79
907,atl hip hop,hip hop,melodic rap,pop rap,rap,southern hip hop,trap,vapor trap,,,,"atl hip hop,hip hop,melodic rap,pop rap,rap,southern hip hop,trap,vapor trap",1pPmIToKXyGdsCF6LmqLmI,Rich The Kid,2479538,0.79
908,latin pop,trap latino,,,,,,,,,,"latin pop,trap latino",20pVLDSueWpSOPCWnCWzIU,Matt Hunter,67180,0.56
909,spanish hip hop,spanish pop,,,,,,,,,,"spanish hip hop,spanish pop",0ZHPrnImGh4re3TbSNkoZl,Beret,2206386,0.75
910,afrofuturismo brasileiro,bass trap,electronic trap,funk carioca,pop nacional,,,,,,,"afrofuturismo brasileiro,bass trap,electronic trap,funk carioca,pop nacional",5bzWtCkjIAMgN93gLt56SO,Tropkillaz,190781,0.64
911,alternative dance,alternative rock,dance-punk,garage rock,indie pop,indie rock,modern rock,new rave,rock,,,"alternative dance,alternative rock,dance-punk,garage rock,indie pop,indie rock,modern rock,new rave,rock",3TNt4aUIxgfy9aoaft5Jj2,Yeah Yeah Yeahs,984516,0.68
912,comedy rap,pop rap,rap,,,,,,,,,"comedy rap,pop rap,rap",1tqhsYv8yBBdwANFNzHtcr,Lil Dicky,1763307,0.7
913,latin,latin pop,puerto rican pop,tropical,,,,,,,,"latin,latin pop,puerto rican pop,tropical",4V8Sr092TqfHkfAA5fXXqG,Luis Fonsi,9168548,0.79
914,neo soul,pop,pop soul,r&b,urban contemporary,,,,,,,"neo soul,pop,pop soul,r&b,urban contemporary",5y2Xq6xcjJb2jVM54GHK3t,John Legend,5436556,0.84
915,alternative dance,new rave,,,,,,,,,,"alternative dance,new rave",75EZuo5MHV2572NRpMWotC,Crystal Fighters,336715,0.57
916,album rock,art rock,beatlesque,classic rock,folk rock,mellow gold,rock,soft rock,,,,"album rock,art rock,beatlesque,classic rock,folk rock,mellow gold,rock,soft rock",4STHEaNw4mPZ2tzheohgXB,Paul McCartney,3349667,0.77
917,,,,,,,,,,,,,3xGTUhpplJvAYT0w2lsOAC,Yung Sarria,1383,0.56
918,indie rock,modern alternative rock,modern rock,rock,,,,,,,,"indie rock,modern alternative rock,modern rock,rock",4kI8Ie27vjvonwaB2ePh8T,Portugal. The Man,1186471,0.71
919,atl hip hop,hip hop,pop rap,rap,southern hip hop,trap,,,,,,"atl hip hop,hip hop,pop rap,rap,southern hip hop,trap",6oMuImdp5ZcFhWP0ESe6mG,Migos,11148304,0.83
920,cantautor,spanish pop,spanish pop rock,spanish rock,,,,,,,,"cantautor,spanish pop,spanish pop rock,spanish rock",6mfK6Q2tzLMEchAr0e9Uzu,Pereza,361543,0.61
921,edm,pop dance,pop house,tropical house,,,,,,,,"edm,pop dance,pop house,tropical house",0xRXCcSX89eobfrshSVdyu,MEDUZA,373282,0.83
922,latin,latin hip hop,reggaeton,reggaeton flow,trap latino,tropical,,,,,,"latin,latin hip hop,reggaeton,reggaeton flow,trap latino,tropical",00XhexlJEXQstHimpZN910,Brytiago,3294034,0.81
923,alternative metal,alternative rock,grunge,hard rock,modern rock,nu metal,rock,,,,,"alternative metal,alternative rock,grunge,hard rock,modern rock,nu metal,rock",5xUf6j4upBrXZPg6AI4MRK,Soundgarden,2852806,0.71
924,adult standards,brill building pop,vocal jazz,,,,,,,,,"adult standards,brill building pop,vocal jazz",4cPHsZM98sKzmV26wlwD2W,Brenda Lee,199651,0.73
925,dance rock,disco,europop,new romantic,new wave pop,,,,,,,"dance rock,disco,europop,new romantic,new wave pop",5lpH0xAS4fVfLkACg9DAuM,Wham!,1459194,0.77
926,pinoy hip hop,pinoy trap,tagalog rap,,,,,,,,,"pinoy hip hop,pinoy trap,tagalog rap",3lFMRWaEWZlfXdBig97kks,Nik Makino,194318,0.58
927,latin,latin hip hop,reggaeton,reggaeton flow,trap latino,tropical,,,,,,"latin,latin hip hop,reggaeton,reggaeton flow,trap latino,tropical",6XFITTl7cFTdopDY3lUdlY,J Alvarez,3661475,0.69
928,new french touch,pop dance,tropical house,,,,,,,,,"new french touch,pop dance,tropical house",4AKwRarlmsUlLjIwt38NLw,Ofenbach,384696,0.79
929,pop rap,,,,,,,,,,,pop rap,6USMTwO0MNDnKte5a5h0xx,Y2K,258014,0.72
930,urbano espanol,,,,,,,,,,,urbano espanol,5TYxZTjIPqKM8K8NuP9woO,C. Tangana,1133355,0.79
931,dance pop,electropop,pop,post-teen pop,,,,,,,,"dance pop,electropop,pop,post-teen pop",45dkTj5sMRSjrmBSBeiHym,Tate McRae,1145989,0.85
932,downtempo,dream pop,indietronica,,,,,,,,,"downtempo,dream pop,indietronica",3iOvXCl6edW5Um0fXEBRXy,The xx,3606476,0.71
933,cantautor,latin rock,rock en espanol,spanish pop,,,,,,,,"cantautor,latin rock,rock en espanol,spanish pop",1tZ99AnqyjgrmPwLfGU5eo,Fito y Fitipaldis,1176388,0.67
934,musica para ninos,villancicos,,,,,,,,,,"musica para ninos,villancicos",7C7z1OMQ7TOtFBkwzK0zX9,Vanessa y Los Punto Com,1129,0.39
935,,,,,,,,,,,,,2cHdytz9MoYGg1SReBPTWY,La Vida Moderna,4737,0.05
936,latin,latin pop,spanish pop,tropical,,,,,,,,"latin,latin pop,spanish pop,tropical",3smfreCkyJt7bShaTYpG77,Carlos Baute,1349117,0.67
937,classic soul,jazz blues,memphis soul,soul,southern soul,,,,,,,"classic soul,jazz blues,memphis soul,soul,southern soul",7nwUJBm0HE4ZxD3f5cy5ok,Aretha Franklin,2461258,0.75
938,dance pop,hyphy,pop rap,rap,southern hip hop,trap,,,,,,"dance pop,hyphy,pop rap,rap,southern hip hop,trap",6d47Z08T4snK50HgTEHo5Z,Sage The Gemini,732202,0.69
